num,type,ra,dec,tic,hip,sdss,apass,kic,dis,teff,lum,mass,rad,mas_IHZ,mas_OHZ,AU_IHZ,AU_OHZ,TRp_IHZ,TRp_OHZ,TRt_IHZ,TRt_OHZ,TRD,Ast_max_IHZ,Ast_max_OHZ,RV_max_IHZ,RV_max_OHZ,RV_E_IHZ,RV_E_OHZ,BR_IR_IHZ,BR__IR_OHZ,RR_IHZ,RR_OHZ,MDTV_IHZ,MDTV_OHZ,MDTIR_IHZ,MDTIR_OHZ,Detect_TR,Detect_RV,Tplanet,500nm,4000nm,7500nm,11000nm,tmag,RVE,MEAN,STD
97,2,300.642493,15.58965896,0,0,0,10143204,0,19.2773314,3279.79042,0.006668499,0.247680876,0.253616532,4.543392913,9.177983564,0.087584491,0.176927031,0.014478393,0.007167264,1.960596754,2.786581625,0.001299638,0.055031212,0.111167043,0.607426448,0.427376077,0.477071617,0.335660386,1.50E-05,3.58E-06,6.68E-08,1.64E-08,32.49473829,16.08592591,560.2541084,277.3435502,0,0,2.409250587,1.47E-08,2.41E-08,1.30E-06,6.67E-06,12.654424,0.494310691,1.13E-05,1.95E-05
96,2,39.19765892,32.07221803,0,0,0,0,0,19.50644786,3285.360096,0.006826124,0.249316844,0.255727132,4.54252427,9.173147373,0.088608513,0.178935521,0.014430167,0.00714579,1.981901534,2.816388945,0.001278274,0.054659656,0.110379394,0.601921708,0.423574151,0.472748204,0.33267436,1.47E-05,3.51E-06,6.53E-08,1.60E-08,32.50095208,16.0944066,560.3612428,277.489769,0,0,2.435157118,1.43E-08,2.36E-08,1.28E-06,6.55E-06,12.650045,0.489886072,9.59E-06,1.66E-05
93,2,254.7900728,20.97164757,0,0,0,0,0,19.62531351,3309.213574,0.007541007,0.256414169,0.264923671,4.744375864,9.566996774,0.093109864,0.187755311,0.014226402,0.007055025,2.075348103,2.947061658,0.001191066,0.055508351,0.111932154,0.57900816,0.407742907,0.454751946,0.32024053,1.36E-05,3.24E-06,5.91E-08,1.45E-08,31.11818454,15.43184001,536.5204231,266.0662071,0,0,2.548748925,1.30E-08,2.16E-08,1.18E-06,6.05E-06,12.5353,0.471464049,8.02E-06,1.38E-05
92,2,324.504314,27.72434353,0,0,0,0,0,12.62227832,3136.223847,0.003611064,0.208193965,0.204107582,5.113374326,10.41920362,0.064542434,0.131514088,0.015811891,0.007759913,1.477376176,2.108893075,0.002006592,0.073681881,0.150136969,0.771785833,0.54067132,0.606159176,0.424642262,2.44E-05,5.84E-06,1.23E-07,2.96E-08,28.87259063,14.16963993,497.8032867,244.3041367,0,0,1.820723808,2.67E-08,4.24E-08,2.13E-06,1.09E-05,12.531262,0.626244353,6.56E-06,1.13E-05
88,2,357.6539217,9.949257099,0,0,0,0,0,19.68170743,3339.216108,0.00853801,0.265552713,0.276850281,5.032210154,10.12908283,0.099042488,0.199357645,0.013976339,0.006943558,2.197979919,3.118382587,0.001090655,0.056849845,0.114430194,0.551654796,0.388831751,0.433268663,0.305387743,1.23E-05,2.94E-06,5.23E-08,1.29E-08,29.33827466,14.57549179,505.8323217,251.3015826,0,0,2.697723641,1.15E-08,1.92E-08,1.06E-06,5.48E-06,12.382195,0.449462704,5.24E-06,9.04E-06
86,2,275.2359401,-1.053560711,0,0,0,0,0,17.78792876,3314.222327,0.007699635,0.25792331,0.266887026,5.288931299,10.66186916,0.094079133,0.189652569,0.014184178,0.007036209,2.095425242,2.975122708,0.001173607,0.061517487,0.124012085,0.574330116,0.404509642,0.451077818,0.31770113,1.33E-05,3.19E-06,5.79E-08,1.43E-08,27.91421467,13.84713707,481.2795632,238.7437425,0,0,2.573146136,1.27E-08,2.11E-08,1.16E-06,5.95E-06,12.295122,0.467702089,4.07E-06,7.01E-06
83,2,228.9314418,-7.423666184,0,0,0,0,0,17.49971125,3312.370194,0.007640623,0.257364494,0.266159716,5.355501867,10.79727296,0.093719736,0.188949159,0.014199769,0.007043157,2.087982671,2.964721091,0.001180029,0.062427048,0.125859703,0.576054661,0.40570162,0.452432273,0.318637308,1.34E-05,3.21E-06,5.84E-08,1.44E-08,27.56723222,13.67348627,475.2971073,235.7497633,0,0,2.564102453,1.28E-08,2.13E-08,1.16E-06,5.99E-06,12.269525,0.469088959,3.05E-06,5.25E-06
79,2,104.4909661,62.31971988,0,0,0,0,0,11.49014548,3167.755788,0.004137981,0.216434023,0.214164035,6.011246064,12.22548339,0.069070092,0.140472583,0.015503384,0.007622983,1.572795086,2.242967137,0.001822571,0.083322104,0.169457878,0.731721401,0.513091701,0.574692645,0.40298128,2.19E-05,5.24E-06,1.07E-07,2.60E-08,24.56002667,12.07611666,423.4487356,208.2089079,0,0,1.937083628,2.33E-08,3.74E-08,1.91E-06,9.77E-06,12.148522,0.59411365,2.19E-06,3.78E-06
78,2,11.43607193,-47.54863798,0,0,0,0,0,15.09454468,3278.402826,0.006629759,0.247274544,0.253092883,5.785597048,11.68830413,0.087330953,0.176429629,0.014490445,0.00717263,1.955319271,2.779197054,0.001305021,0.07019239,0.141805589,0.608807137,0.428329587,0.478156007,0.336409271,1.50E-05,3.60E-06,6.72E-08,1.65E-08,25.51791326,12.63111928,439.9640218,217.7779185,0,0,2.402832674,1.47E-08,2.43E-08,1.31E-06,6.71E-06,12.130782,0.495420401,1.50E-06,2.58E-06
76,2,99.90509625,-21.02553281,0,0,0,0,0,15.31205978,3304.415144,0.00961,0.288,0.296,6.86484666,13.84691425,0.105114942,0.212024779,0.014079825,0.006980316,2.324722119,3.301658332,0.0009541,0.071508819,0.14423869,0.514191707,0.362046194,0.403845222,0.284350416,1.09E-05,2.60E-06,4.64E-08,1.14E-08,21.5061415,10.66204072,370.7955431,183.8282883,0,0,2.855282882,1.02E-08,1.71E-08,9.44E-07,4.86E-06,12.022031,0.418646027,9.67E-07,1.66E-06
74,2,130.6868251,9.554204202,0,0,0,0,0,15.4711826,3312.714838,0.007651573,0.257468411,0.266294939,6.062014275,12.22142477,0.09378653,0.189079894,0.014196865,0.007041863,2.089365994,2.966654453,0.001178831,0.070634074,0.142403001,0.575733275,0.405479487,0.452179856,0.318462844,1.34E-05,3.21E-06,5.83E-08,1.43E-08,24.35434114,12.08012703,419.9024334,208.2780522,0,0,2.565783399,1.28E-08,2.13E-08,1.16E-06,5.98E-06,12.00015,0.468830505,5.80E-07,9.94E-07
71,2,223.4610678,23.5562446,0,0,0,0,0,11.59072232,3242.061413,0.005686807,0.236807695,0.239688636,6.980758302,14.13376456,0.080912031,0.16382054,0.014811681,0.007315586,1.821375299,2.591654284,0.001455066,0.088435787,0.179053699,0.646322214,0.454225444,0.50762028,0.356747829,1.70E-05,4.06E-06,7.83E-08,1.91E-08,21.14904388,10.44565042,364.6386875,180.097421,0,0,2.239874987,1.71E-08,2.79E-08,1.48E-06,7.58E-06,11.75485,0.525562955,3.20E-07,5.46E-07
70,2,260.7213902,-2.400003009,0,0,0,0,0,19.59128658,3462.342762,0.012886872,0.30560926,0.316365644,6.202234542,12.39211354,0.121509754,0.242777448,0.013018117,0.006515548,2.593313279,3.665671839,0.000835216,0.060883965,0.121646643,0.464263685,0.328447617,0.364631845,0.257962155,9.00E-06,2.15E-06,3.47E-08,8.70E-09,23.80373761,11.91373555,410.4092692,205.4092336,0,0,3.175092424,7.73E-09,1.33E-08,7.77E-07,4.02E-06,11.736005,0.379195632,1.62E-07,2.75E-07
69,2,225.2331589,45.42719495,0,0,0,0,0,11.70587354,3252.834877,0.005952381,0.239875616,0.243599828,7.070880015,14.30693146,0.082770827,0.16747513,0.014715319,0.007272716,1.860226925,2.646076772,0.001408716,0.088431831,0.178929376,0.634924142,0.446360059,0.498668255,0.35057037,1.64E-05,3.92E-06,7.48E-08,1.83E-08,20.8794893,10.31921932,359.9911949,177.9175746,0,0,2.287156149,1.64E-08,2.68E-08,1.42E-06,7.31E-06,11.717453,0.516406798,7.77E-08,1.31E-07
66,2,79.35014604,45.83684161,368483043,0,0,0,0,13.30073766,3318.564073,0.007839617,0.259236807,0.268597944,7.136908275,14.38341105,0.094926145,0.191309977,0.014147733,0.007019967,2.112956839,2.999621891,0.001158703,0.082591377,0.166451029,0.570311707,0.401731974,0.447921767,0.315519554,1.31E-05,3.15E-06,5.69E-08,1.40E-08,20.68631934,10.26434989,356.6606782,176.9715498,0,0,2.594447734,1.25E-08,2.08E-08,1.14E-06,5.87E-06,11.64075,0.46447034,4.07E-08,6.85E-08
65,2,315.6734741,45.88543038,0,0,0,14992188,0,19.52919028,3491.332172,0.014328327,0.31565784,0.328073444,6.558387405,13.08098029,0.128079996,0.255460953,0.012807365,0.006421205,2.716731959,3.836793308,0.000776668,0.062330662,0.124321135,0.444943225,0.31505254,0.349457591,0.247441687,8.28E-06,1.98E-06,3.12E-08,7.85E-09,22.51107697,11.2863379,388.1220166,194.5920328,0,0,3.324275517,6.97E-09,1.21E-08,7.15E-07,3.70E-06,11.583294,0.363625539,2.82E-08,4.74E-08
57,2,208.7599534,-29.09063168,0,0,0,0,0,16.89163509,3478.184648,0.013652934,0.311070614,0.322673571,7.402786411,14.77679435,0.125045167,0.249604218,0.012902281,0.006463704,2.659565616,3.757536557,0.00080288,0.071393305,0.142509067,0.453618326,0.321068787,0.356271,0.252166835,8.60E-06,2.06E-06,3.28E-08,8.23E-09,19.94335044,9.991095507,343.8508697,172.2602674,0,0,3.255178201,7.30E-09,1.26E-08,7.42E-07,3.84E-06,11.334182,0.370618021,2.52E-08,4.25E-08
55,2,188.3146768,9.021829208,0,0,0,0,0,4.474723406,2973.135565,0.001785597,0.169231352,0.159704804,10.15862728,20.9034562,0.045457047,0.093537185,0.017566562,0.008536969,1.076022943,1.543522866,0.003277491,0.180084136,0.370559993,1.020028995,0.711084121,0.801128899,0.558484163,4.26E-05,1.02E-05,2.48E-07,5.86E-08,14.53310173,7.062772884,250.5707195,121.7719463,0.011490031,0,1.330467627,5.31E-08,8.13E-08,3.75E-06,1.90E-05,11.240162,0.824954008,2.48E-08,4.19E-08
51,2,185.1066806,0.583685109,0,0,0,0,0,17.60188411,3596.717587,0.021156708,0.354264803,0.375635859,8.829697978,17.50092824,0.15541932,0.308049311,0.012084593,0.006097009,3.234438489,4.55361715,0.000592439,0.074772017,0.148202091,0.381273862,0.270819178,0.299451791,0.212700885,6.09E-06,1.46E-06,2.12E-08,5.40E-09,16.72043189,8.435916174,288.2833084,145.4468306,0,0,3.949494998,4.77E-09,8.50E-09,5.24E-07,2.72E-06,10.839606,0.312244187,2.48E-08,4.18E-08
31,2,266.6028614,27.71373737,0,0,0,0,0,8.341180994,3603.556404,0.021696753,0.356885569,0.378957406,18.8672725,37.38076206,0.157375335,0.311799702,0.012039924,0.006076937,3.271429693,4.604761122,0.000582099,0.158599345,0.314224771,0.377503266,0.268195322,0.296490371,0.210640113,5.97E-06,1.43E-06,2.07E-08,5.27E-09,7.824997684,3.949527926,134.9137532,68.09530907,0.008077101,0,3.994125513,4.66E-09,8.30E-09,5.14E-07,2.67E-06,9.184961,0.309197943,2.48E-08,4.18E-08
716,3,15.809,20.0978,243154339,4927,0,0,0,15.91867467,3854,0.02853416,0.527,0.472,11.29104233,22.04525714,0.17973843,0.350931277,0.013130191,0.006724963,3.583443116,5.007155529,0.000375226,0.064275383,0.125494822,0.29068844,0.208035377,0.228306167,0.163390603,3.55E-06,8.49E-07,1.59E-08,4.16E-09,13.07553008,6.696967185,225.4401737,115.4649515,0,0,4.353887404,3.64E-09,5.76E-09,3.05E-07,1.59E-06,9.118,0.239249524,2.48E-08,4.18E-08
995,3,261.2507,67.306848,219880402,85235,0,0,0,12.76439856,5256,0.400415678,0.823,0.765245,50.12326298,91.60624512,0.639793306,1.169298623,0.005980408,0.003272239,8.771296285,11.85786917,0.00014275,0.182709343,0.333923129,0.123291682,0.091199174,0.09683306,0.071627663,9.40E-07,2.25E-07,1.25E-09,3.75E-10,2.945465934,1.611640816,50.78389542,27.78691062,0,0,10.42939835,3.13E-10,8.26E-10,7.85E-08,4.22E-07,5.54,0.103690341,2.48E-08,4.18E-08
173,1,220.5918834,66.05546681,1102519456,0,0,0,0,10.90438814,3916,0.000419887,0.086977915,0.044641278,1.997084738,3.885429106,0.021776987,0.042368227,0.010249645,0.005268249,0.290385129,0.405037861,0.041947318,0.068882477,0.134014334,2.055654609,1.473767239,1.614507354,1.157494083,0.000389317,9.31E-05,1.08E-06,2.86E-07,73.92593855,37.99744111,1274.585147,655.128295,0.006959409,0,0.352405443,2.49E-07,4.80E-07,3.32E-05,0.000174203,14.8723,1.693877158,,
2292,1,194.7766446,-43.60796356,0,0,0,0,0,7.726255671,3316,0.000421509,0.08733049,0.062377801,2.848947738,5.742531329,0.022011699,0.044368265,0.014169238,0.007029551,0.40711513,0.57799847,0.021484108,0.097867803,0.197268949,2.040533892,1.437256784,1.602631571,1.128818838,0.000243981,5.84E-05,1.06E-06,2.60E-07,51.82136607,25.7092831,893.4718288,443.2635017,0.009397083,0,0.499912473,2.33E-07,3.87E-07,2.12E-05,0.000108874,14.83373,1.661755342,,
2074,1,46.54737321,-36.80098938,0,0,0,0,0,13.25936376,3318,0.00042268,0.087582349,0.06238908,1.662356486,3.350354047,0.022041789,0.044423563,0.014152454,0.007022071,0.406880675,0.577630789,0.02147634,0.05694149,0.114761276,2.03620651,1.43429522,1.599232853,1.126492832,0.000243712,5.83E-05,1.06E-06,2.60E-07,88.81149432,44.06589917,1531.232661,759.7568823,0.009386707,0,0.499604449,2.32E-07,3.86E-07,2.11E-05,0.000108755,15.993678,1.65829804,,
180,1,311.1561682,15.29299347,341162242,0,0,0,0,10.40735425,3341.75,0.000440783,0.0875735,0.111911,2.162238023,4.351595953,0.022503177,0.045288601,0.0248656,0.012355317,0.737482457,1.04622291,0.006674702,0.074071655,0.149072355,2.015325813,1.420603026,1.582833192,1.115739008,7.51E-05,1.80E-05,1.01E-06,2.50E-07,68.27942255,33.92694662,1177.231423,584.9473556,0.016508049,0,0.905114013,2.23E-07,2.70E-07,6.66E-06,3.37E-05,13.4726,1.642077585,,
170,1,230.2543759,50.88966494,193974787,0,0,0,0,16.12931842,3325.75,0.000428931,0.0894413,0.113564,1.376522049,2.772980903,0.022202362,0.044726292,0.025574756,0.012695441,0.735554024,1.043990217,0.006481807,0.046170686,0.093010083,2.007635629,1.414500291,1.576793336,1.110945931,7.33E-05,1.75E-05,1.04E-06,2.56E-07,107.2531775,53.24103151,1849.192715,917.9488191,0,0,0.90303801,2.29E-07,2.75E-07,6.52E-06,3.29E-05,14.5635,1.635284949,,
405,1,144.2318812,-26.16175206,189640779,0,0,0,0,18.50378402,3338,0.000439184,0.0897684,0.113867,1.213980097,2.443738525,0.022463226,0.04521841,0.025345203,0.012590779,0.740483776,1.05059936,0.006447356,0.040570404,0.08166811,1.992304606,1.404216768,1.564752378,1.10286927,7.26E-05,1.74E-05,1.02E-06,2.51E-07,121.6134959,60.41414093,2096.784413,1041.623119,0,0,0.908866117,2.24E-07,2.69E-07,6.45E-06,3.26E-05,14.7778,1.623197531,,
1548,1,352.8410547,-27.8271343,0,0,0,0,0,13.62797005,3318,0.000443146,0.091662903,0.063881593,1.656087369,3.337719114,0.022569109,0.045486336,0.01415244,0.007022064,0.412078061,0.585009292,0.020484528,0.054201448,0.109238929,1.966978119,1.385531035,1.544861002,1.08819353,0.000232457,5.56E-05,1.01E-06,2.48E-07,89.14769017,44.2327106,1537.029141,762.6329413,0.009386698,0,0.505986265,2.21E-07,3.68E-07,2.02E-05,0.000103732,15.870283,1.601918049,,
1604,1,346.6265216,-5.043528319,0,0,0,0,0,12.46691592,3352.33,0.000447287,0.092424039,0.06287179,1.818092677,3.656658042,0.022666009,0.045587248,0.01386918,0.006895765,0.404756871,0.574021812,0.021147829,0.05901363,0.118691785,1.954670435,1.378286107,1.53519457,1.082503377,0.000236961,5.67E-05,9.98E-07,2.47E-07,81.20398124,40.37467052,1400.068642,696.1150089,0.009211544,0,0.496653383,2.20E-07,3.69E-07,2.05E-05,0.000105761,15.622554,1.592994866,,
2076,1,52.87633566,-30.71257634,0,0,0,0,0,12.50831803,3339.25,0.000448477,0.092639094,0.063449529,1.814739227,3.652789898,0.022699335,0.045690258,0.013976076,0.006943442,0.408301689,0.579277165,0.02076446,0.058768037,0.118290985,1.950966533,1.375132627,1.532285532,1.08002664,0.000233787,5.59E-05,9.95E-07,2.46E-07,81.35403778,40.41742552,1402.655824,696.8521641,0.009277658,0,0.501134864,2.19E-07,3.66E-07,2.03E-05,0.000104338,15.628402,1.589557997,,
2086,1,35.69764182,-27.54367834,0,0,0,0,0,17.013805,3316,0.000449623,0.092844726,0.064424459,1.336204532,2.693344032,0.022733923,0.04582403,0.014169235,0.00702955,0.414431453,0.588385761,0.020140761,0.043175458,0.087027368,1.947321796,1.371602536,1.529422962,1.077254113,0.000228726,5.47E-05,9.92E-07,2.44E-07,110.4893451,54.81526381,1904.988709,945.0907554,0.00939708,0,0.508896469,2.18E-07,3.62E-07,1.98E-05,0.000102066,16.301922,1.585845944,,
1209,1,127.6335013,9.785581536,0,0,0,0,0,16.72087015,3295,0.000457392,0.094203512,0.065809519,1.3716099,2.768211633,0.022934511,0.046286907,0.014347269,0.00710887,0.42212713,0.5996911,0.019301898,0.043680215,0.088156319,1.924754086,1.35484905,1.511698324,1.064095955,0.000220924,5.29E-05,9.75E-07,2.39E-07,107.6372835,53.33275891,1855.815232,919.5303261,0.009507104,0,0.51856568,2.14E-07,3.54E-07,1.92E-05,9.86E-05,16.21911,1.566804261,,
1363,1,221.0710869,30.03577342,0,0,0,0,0,14.78096094,3344.5,0.000459364,0.094539131,0.064013585,1.55415526,3.127285486,0.022971908,0.046224285,0.013933014,0.006924238,0.410211881,0.581895232,0.02040014,0.04931784,0.099237811,1.919770002,1.353357823,1.507783833,1.062924749,0.000229242,5.48E-05,9.71E-07,2.40E-07,94.99460413,47.20910972,1637.838002,813.9501676,0.009251027,0,0.503426186,2.14E-07,3.58E-07,1.99E-05,0.000102312,15.906145,1.564305725,,
2063,1,15.72096234,-37.62770936,0,0,0,0,0,11.3261186,3318,0.000460212,0.094682209,0.065100203,2.030667709,4.092657522,0.022999583,0.046353924,0.014152474,0.007022081,0.417110851,0.592154125,0.019724807,0.064341582,0.129675603,1.917164441,1.350442492,1.505737431,1.060635053,0.000223835,5.36E-05,9.69E-07,2.39E-07,72.7033591,36.0734713,1253.506191,621.9564017,0.009386721,0,0.512165974,2.13E-07,3.54E-07,1.94E-05,9.99E-05,15.338341,1.561349509,,
1266,1,108.5159299,37.04530453,0,0,0,0,0,15.76928899,3316,0.000423498,0.09997,0.062524754,1.399148146,2.820217428,0.022063571,0.044472824,0.014169228,0.007029546,0.381854932,0.542135504,0.021383237,0.04198704,0.084631912,1.904937745,1.34174919,1.496134606,1.053807349,0.000242836,5.81E-05,1.05E-06,2.59E-07,105.5187502,52.34928419,1819.288796,902.5738653,0.009397076,0,0.468894495,2.32E-07,3.85E-07,2.11E-05,0.000108363,16.363377,1.551329525,,
1123,1,84.85713696,40.6415233,0,0,0,0,0,11.36690435,3342.67,0.000468509,0.096048318,0.06471842,2.041004186,4.107380081,0.023199899,0.046688197,0.013947996,0.006930919,0.413494205,0.586583612,0.019958212,0.063749295,0.128291057,1.895246082,1.33599585,1.488522792,1.049288687,0.000224427,5.37E-05,9.52E-07,2.35E-07,72.33515964,35.94416896,1247.157925,619.7270511,0.009260292,0,0.507473049,2.10E-07,3.51E-07,1.95E-05,0.000100162,15.273339,1.544265794,,
1762,1,197.3411517,-23.51163442,0,0,0,0,0,15.01415835,3346.33,0.00043635,0.100047,0.062321281,1.491167878,3.000210997,0.022388631,0.045045643,0.013918064,0.00691757,0.383258199,0.543630837,0.021523094,0.044714021,0.089964047,1.890330488,1.332677635,1.484662093,1.046682567,0.000241698,5.78E-05,1.02E-06,2.53E-07,99.00720487,49.20866026,1707.020774,848.4251769,0.009241781,0,0.470330381,2.25E-07,3.77E-07,2.10E-05,0.000107872,16.120186,1.540373933,,
1101,1,50.25045284,18.90518268,0,0,0,0,0,14.64785101,3295.25,0.000435608,0.100045,0.064213573,1.527981478,3.083757521,0.022381645,0.045170421,0.014345141,0.007107923,0.394837593,0.560918239,0.020273268,0.045818826,0.092471114,1.890644361,1.330848985,1.484908609,1.045246349,0.00023202,5.55E-05,1.02E-06,2.51E-07,96.62182806,47.87547745,1665.893587,825.4392663,0.00950579,0,0.485039171,2.25E-07,3.71E-07,2.01E-05,0.000103525,16.104847,1.539045737,,
1499,1,281.3298201,38.8917456,0,0,0,0,0,18.19968697,3339.25,0.000443033,0.099995,0.063063157,1.239644547,2.495213092,0.022561143,0.045412097,0.013976056,0.006943431,0.389413017,0.552478901,0.021019676,0.037191196,0.074860136,1.88357905,1.327634772,1.479359526,1.042721911,0.000236661,5.66E-05,1.01E-06,2.49E-07,119.0957231,59.16783786,2053.374535,1020.135135,0.009277645,0,0.477951584,2.22E-07,3.71E-07,2.05E-05,0.00010562,16.486204,1.534653768,,
2115,1,168.9660016,-67.52688103,0,0,0,0,0,17.3816613,3327.5,0.000444088,0.099934,0.063584859,1.299692623,2.617933217,0.022590817,0.045504028,0.014073165,0.006986729,0.393012531,0.557783101,0.020676166,0.03901653,0.078589866,1.882915957,1.326697715,1.478838735,1.041985949,0.000233806,5.59E-05,1.00E-06,2.48E-07,113.593292,56.39424362,1958.505034,972.3145452,0.00933769,0,0.482483594,2.21E-07,3.68E-07,2.03E-05,0.00010434,16.385014,1.533750732,,
1518,1,321.857998,55.88868199,0,0,0,0,0,17.37710046,3318,0.000457206,0.098509,0.064887178,1.319227352,2.658803171,0.022924346,0.04620229,0.01415246,0.007022074,0.406923492,0.577691575,0.019854533,0.040175842,0.080971378,1.882639235,1.326123084,1.478621398,1.041534634,0.000225307,5.39E-05,9.75E-07,2.40E-07,111.9112361,55.52737608,1929.504071,957.3685532,0.009386711,0,0.499657025,2.15E-07,3.57E-07,1.96E-05,0.000100542,16.289536,1.533231987,,
2056,1,33.78748201,-30.66865607,0,0,0,0,0,14.05244372,3342.67,0.000453498,0.100003,0.063673126,1.624287736,3.268766982,0.022825212,0.045934164,0.013947981,0.006930912,0.395458049,0.56099749,0.020618881,0.04872717,0.098060068,1.872576702,1.320015762,1.470718302,1.036737955,0.000231856,5.55E-05,9.84E-07,2.43E-07,90.89298671,45.16576569,1567.12046,778.7200982,0.009260283,0,0.485337642,2.17E-07,3.63E-07,2.01E-05,0.000103478,15.840613,1.525794552,,
1699,1,64.40826451,-7.999948708,0,0,0,0,0,18.11430124,3338,0.000454138,0.100004,0.063896489,1.261017746,2.538425179,0.022842455,0.045981798,0.013986344,0.00694802,0.396993187,0.563254458,0.020474978,0.037829019,0.076149709,1.871860424,1.319325261,1.470155739,1.036195637,0.000230634,5.52E-05,9.82E-07,2.42E-07,117.0771499,58.16061268,2018.57155,1002.769184,0.009284008,0,0.48726747,2.16E-07,3.61E-07,2.00E-05,0.00010293,16.390032,1.525067608,,
1758,1,178.9267491,-22.4171647,0,0,0,0,0,10.95659872,3342.67,0.000483629,0.098392981,0.065754327,2.151332525,4.329408249,0.023571287,0.047435589,0.013947971,0.006930907,0.418386131,0.593523308,0.019334314,0.065594085,0.13200357,1.857718179,1.309541701,1.459048446,1.028511646,0.000217411,5.20E-05,9.23E-07,2.28E-07,68.62554344,34.1008182,1183.199025,587.9451415,0.009260276,0,0.513476811,2.03E-07,3.40E-07,1.89E-05,9.70E-05,15.096619,1.513687677,,
2313,1,235.117683,-26.23362425,0,0,0,0,0,14.86462783,3344.5,0.000489121,0.099203266,0.066054291,1.594676917,3.208823537,0.023704279,0.047697968,0.013932989,0.006924225,0.419753935,0.595430861,0.019159112,0.048224529,0.09703784,1.844918479,1.30059062,1.448995585,1.021481484,0.000215296,5.15E-05,9.12E-07,2.25E-07,92.58073663,46.0094991,1596.219597,793.2672259,0.00925101,0,0.515136524,2.01E-07,3.36E-07,1.87E-05,9.61E-05,15.724944,1.503313697,,
1432,1,217.6503358,59.72427393,0,0,0,0,0,9.968996421,3347,0.000491196,0.099504198,0.066095447,2.38277414,4.793918119,0.023753867,0.047790553,0.013912566,0.006915116,0.419818288,0.595477314,0.019135259,0.071839405,0.144534147,1.840202766,1.297363909,1.445291872,1.018947231,0.00021483,5.14E-05,9.08E-07,2.24E-07,61.95986483,30.79659685,1068.273531,530.9758078,0.009238379,0,0.51518959,2.00E-07,3.35E-07,1.86E-05,9.59E-05,14.843737,1.499546557,,
1745,1,77.5826315,27.23104764,0,0,0,0,0,10.27553857,3295,0.000494009,0.099907646,0.068393177,2.319572976,4.681410431,0.023834862,0.048104013,0.014347299,0.007108885,0.434273255,0.616946384,0.017871125,0.069651515,0.140572137,1.833360456,1.290516379,1.439917935,1.013569194,0.000204548,4.89E-05,9.02E-07,2.22E-07,63.64807883,31.53672719,1097.38067,543.7366757,0.009507124,0,0.533486692,1.98E-07,3.27E-07,1.78E-05,9.13E-05,14.925671,1.492407262,,
2022,1,79.40946497,-33.81899818,0,0,0,0,0,16.81514439,3323.67,0.000424974,0.108305,0.062344886,1.314303325,2.647974191,0.0221002,0.044526068,0.01410505,0.007000942,0.366115434,0.519669357,0.021506799,0.036405614,0.073347699,1.828652495,1.288315145,1.436220311,1.011840349,0.000243544,5.83E-05,1.05E-06,2.59E-07,112.3305107,55.75445718,1936.732943,961.2837446,0.009357403,0,0.449497915,2.31E-07,3.84E-07,2.11E-05,0.000108683,16.483751,1.489434945,,
2310,1,224.1569595,-28.16725415,0,0,0,0,0,7.052728313,3338,0.000497615,0.100417331,0.066885142,3.390302422,6.82466925,0.023910882,0.048132538,0.013986339,0.006948017,0.424293585,0.601988299,0.018686077,0.101286373,0.203889185,1.825792446,1.286855614,1.433974034,1.010694036,0.000210484,5.04E-05,8.97E-07,2.21E-07,43.54666494,21.63274999,750.804568,372.9784481,0.009284004,0,0.520775844,1.98E-07,3.30E-07,1.83E-05,9.39E-05,14.061078,1.487534477,,
1269,1,121.8566582,32.21833679,0,0,0,0,0,18.95881955,3293,0.000456651,0.105133,0.065836213,1.208746126,2.439810768,0.0229164,0.046255932,0.014364432,0.007116516,0.399587468,0.567704561,0.019286248,0.034491914,0.069620693,1.822681633,1.282922119,1.431530807,1.007604676,0.00022091,5.29E-05,9.76E-07,2.40E-07,122.1400925,60.51139931,2105.863664,1043.299988,0.009517709,0,0.490896432,2.14E-07,3.54E-07,1.92E-05,9.86E-05,16.49856,1.483654579,,
2420,1,279.2438702,-35.12263989,0,0,0,0,0,19.05204638,3299.33,0.000516454,0.100051,0.069746047,1.279086496,2.580805143,0.024369215,0.049169619,0.014310278,0.007092392,0.447479357,0.635624541,0.017184553,0.038353035,0.077384688,1.81184921,1.275540934,1.423023042,1.001807507,0.000196371,4.70E-05,8.63E-07,2.12E-07,115.4232838,57.20554458,1990.056617,986.3024927,0.009484247,0,0.549661865,1.90E-07,3.14E-07,1.71E-05,8.76E-05,16.14279,1.475025232,,
1942,1,265.475162,9.680499876,0,0,0,0,0,18.23473206,3296,0.000541177,0.100081,0.071540308,1.368078409,2.760917835,0.024946543,0.050344597,0.014338722,0.007105063,0.464326561,0.659621456,0.016333371,0.041009135,0.082760499,1.790492616,1.260379375,1.406249613,0.989899646,0.000186877,4.47E-05,8.24E-07,2.02E-07,107.9151332,53.47365349,1860.605744,921.959543,0.009501823,0,0.570394434,1.81E-07,2.99E-07,1.62E-05,8.34E-05,15.931915,1.457541009,,
