Num,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA.1,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,lumclass,Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag.1,e_gmag,rmag.1,e_rmag,imag.1,e_imag,zmag.1,e_zmag,Jmag.1,e_Jmag,Hmag.1,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,e_Tmag,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,VmagFlag,BmagFlag,splists,e_RA,e_DEC,RA_orig,DEC_orig,e_RA_orig,e_DEC_orig,raddflag,wdflag,objID,_RAJ2000.1,_DEJ2000.1,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV.1,e_RV,PM,RUWE,GamgCorr,e_GmagCorr,FGCorr,RAJ2000,DEJ2000,Dup,AG,E(BP-RP),Gaialum,B-V,objType,typeSrc,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
1298,1,138.5835616,52.68408017,157.8879,0.0197,6.976026,0.002769,-1545.787,-569.053,0.018,0.018,0.601417,I/349/starhorse,0.57,GAIA,3745.4,GAIA DR3,-0.5138,GAIA DR3,4.5113,GAIA DR3,0.081804386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.863408,0.002878,6.046104,0.00381,,,,,,,,,0.0156,0.013,,,,09 14 22.7748632794,+52 41 11.791500538,30517000,7852.8,9773600,6363.9,30249000,13379,2,10.77,0.14,1647.204,1.084,6.976026,0.002769,30517000,138.5948956,52.68660882,0,0.0558,0.055,0.076,,,,,1.24E+18,,714222939,,,,,,,,,
1299,1,138.5913118,52.68342944,157.8825,0.0211,7.054455,0.002768,-1573.04,-659.906,0.018,0.019,0.600629,I/349/starhorse,0.56,GAIA,4072.15,GAIA,0.077156,I/349/starhorse,4.657708,I/349/starhorse,0.068612365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.959406,0.002866,6.112957,0.003807,,,,,,,,,0.0156,0.0145,,,,09 14 24.6828470545,+52 41 10.902471924,28390000,6835.7,8946500,5412.4,28443000,12089,2,11.98,0.18,1705.852,1.118,7.054455,0.002768,28390000,138.6028456,52.68636189,0,0.3757,0.188,0.078,,,,,1.24E+18,,714222946,,,,,,,,,
1300,WD,138.9755532,53.41831058,97.345,0.0218,13.782189,0.002865,-1086.388,-1121.281,0.019,0.016,,,,,7776,GAIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.928776,0.003424,13.513198,0.00493,,,,,,,,,0.0156,0.0136,,,,09 15 56.0774306504,+53 25 23.857615474,57760,41.792,36636,66.989,31180,90.928,0,,,1561.253,0.921,13.782186,0.002865,57819,138.983656,53.42329378,1,0.2685,0.151,,,,,1.72E+17,1.24E+18,,718223793,,,,,,,,,
1301,BD,134.4903322,57.1458923,72.7197,0.7297,20.425196,0.00658,-403.003,-387.618,0.768,0.611,0.0426287,Estimated,0.139083684,Estimated,2083.974838,Estimated,,,,,0.00032556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.483158,0.192622,18.770071,0.034629,,,,,,,,,0.5893,0.4985,,,,08 57 58.4721435721,+57 08 51.414025418,124.85,0.68712,35,6.1815,246,7.8026,3,,,559.159,1.244,20.425125,0.006475,127,134.4936339,57.14761501,0,,,,,,,1.77E+17,1.24E+18,,,,,,,,,,,
1302,1,139.4418415,58.4174194,64.2374,0.0204,13.494663,0.002839,26.21,-1170.932,0.019,0.019,0.169138,I/349/starhorse,0.137444666,Estimated,3333.5,GAIA,-0.001986,I/349/starhorse,5.048555,I/349/starhorse,0.00209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.466398,0.00407,12.185511,0.00394,,,,,,,,,0.0149,0.0153,,,,09 17 45.9885680000,+58 25 21.444766012,75350,47.561,8889,24.256,105910,108.5,3,,,1171.226,1.209,13.494663,0.002839,75350,139.441619,58.42262355,0,0.3105,0.199,,,,,1.78E+17,1.24E+18,,743222944,,,,,,,,,
1303,1,130.3315904,59.49165865,105.2935,0.0313,13.082282,0.002882,-260.276,-1279.562,0.023,0.026,0.147406,I/349/starhorse,0.101532006,Estimated,3384,GAIA,0.108564,I/349/starhorse,5.065278,I/349/starhorse,0.0012112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.383262,0.004555,11.712082,0.004127,,,,,,,,,0.0206,0.0218,,,,08 41 20.1286592321,+59 29 50.444066240,110160,85.831,9596,31.826,163800,250.24,4,,,1305.765,1.251,13.082282,0.002882,110160,130.3338694,59.49734557,0,0.288,0.1893,,,,,1.79E+17,1.24E+18,,748218546,,,,,,,,,
1304,1,132.1273646,61.14977485,56.6687,0.0171,13.642239,0.002784,403.639,-411.637,0.012,0.014,0.159579,I/349/starhorse,0.138169396,Estimated,3388.73,GAIA,-0.157008,I/349/starhorse,5.088139,I/349/starhorse,0.002255591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.442315,0.003441,12.374018,0.003811,,,,,,,,,0.0112,0.0126,,,,08 48 29.6751677371,+61 09 05.775453223,65774,24.331,9088,16.856,89033,40.085,3,,,576.515,1.169,13.642239,0.002784,65774,132.1236465,61.15160429,0,0.2153,0.138,,,,,1.81E+17,1.24E+18,,756200913,,,,,,,,,
1305,1,153.1420968,57.06123755,99.5585,0.0377,10.524281,0.002806,-344.076,-533.275,0.034,0.034,0.350717,I/349/starhorse,0.263901334,Estimated,3585,GAIA,0.091896,I/349/starhorse,4.876822,I/349/starhorse,0.01030691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.981507,0.003193,9.335442,0.003812,,,,,,,,,0.0262,0.0276,,,,10 12 34.7782518829,+57 03 48.987467996,1162100,570.97,220200,314.87,1462100,672.08,3,,,634.642,0.995,10.524281,0.002806,1162100,153.1449094,57.06360763,1,0.0353,0.0225,,,,,,1.24E+18,,736233998,,,,,,,,,
1306,BD,155.6940438,58.42600122,53.9657,0.1577,18.264547,0.003066,-810.148,-736.825,0.1,0.124,0.07440854,Estimated,0.111592873,Estimated,2405.703157,Estimated,,,,,0.00037387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.144558,0.107188,16.714872,0.005291,,,,,,,,,0.0893,0.1046,,,,10 22 48.2210814019,+58 25 45.392929526,909.76,1.1259,48,4.6975,1634,5.5721,4,,,1095.103,1.016,18.264454,0.003052,931,155.7009212,58.42927581,0,,,,,,,1.78E+17,1.24E+18,,743226212,,,,,,,,,
1307,1,149.0331749,62.78586948,95.0477,0.0157,8.231167,0.002768,-303.922,-583.413,0.013,0.015,0.600293,I/349/starhorse,0.55,GAIA,3761.3,GAIA DR3,-0.3153,GAIA DR3,4.5757,GAIA DR3,0.071281257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.188957,0.002888,7.261147,0.003826,,,,,,,,,0.0101,0.0118,,,,09 56 08.6709217609,+62 47 18.464617050,9604600,2337.3,2882900,1974.7,9878700,5428.2,2,14.99,0.15,657.829,0.988,8.231167,0.002768,9604600,149.0361289,62.78846245,0,0.277,0.084,0.07,,,,,1.24E+18,,764204609,,,,,,,,,
1308,1,150.5236065,69.75710578,62.2789,0.0212,12.827333,0.002841,-42.264,-228.154,0.022,0.023,0.205913,I/349/starhorse,0.14590775,Estimated,3648.05,GAIA,0.003783,I/349/starhorse,4.961514,I/349/starhorse,0.003378224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.576272,0.00469,11.563854,0.004005,,,,,,,,,0.0167,0.0177,,,,10 02 05.7958518232,+69 45 29.231271961,139320,88.899,20179,70.061,187770,229.29,3,,,232.035,1.348,12.827332,0.002841,139320,150.5241494,69.7581198,0,0.328,0.202,,,,,1.92E+17,1.24E+18,,799098145,,,,,,,,,
1309,1,145.636426,70.03267406,84.3281,0.0172,9.574072,0.002828,-671.775,-271.155,0.015,0.018,0.547954,I/349/starhorse,0.617918454,Estimated,3211.3,GAIA DR3,-0.8339,GAIA DR3,4.0327,GAIA DR3,0.036380989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.847705,0.003891,8.452195,0.004047,,,,,,,,,0.0119,0.0148,,,,09 42 34.8407291884,+70 02 01.964331947,2788200,1632.3,625650,1562.5,3298200,4400.4,2,6.45,0.27,724.435,1.186,9.574072,0.002828,2788200,145.6451698,70.03387899,0,0.6357,0.355,,,,,,,,801094271,,,,,,,,,
1310,1,145.7067959,70.03823099,84.2983,0.0182,10.080184,0.002797,-670.962,-265.456,0.016,0.018,0.324083,I/349/starhorse,0.330644631,Estimated,3712.01,GAIA,-0.093621,I/349/starhorse,4.521537,I/349/starhorse,0.018597225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.482439,0.003264,8.908713,0.003868,,,,,,,,,0.0132,0.015,,,,09 42 51.7275258471,+70 02 21.878099108,1749300,777.67,348690,543.89,2166100,1644.4,3,5.96,0.32,721.565,1.072,10.080184,0.002797,1749300,145.7155314,70.03941059,0,0.6933,0.38,,,,,,,,801094292,,,,,,,,,
1311,1,158.8415088,69.44679387,78.5748,0.2843,10.719594,0.002781,-1653.638,-641.53,0.247,0.293,0.342319,I/349/starhorse,0.287011158,Estimated,3630,GAIA,0.142002,I/349/starhorse,4.734451,I/349/starhorse,0.012814826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.188779,0.002935,9.528312,0.00382,,,,,,,,,0.2031,0.2122,,,,10 35 26.9869701555,+69 26 58.717885830,970750,337.01,181930,152.52,1224100,627.06,3,,,1773.718,15.246,10.719594,0.002781,970750,158.8624457,69.44964386,0,0.331,0.1863,,,,,1.91E+17,,,798100871,,,,,,,,,
1312,WD,159.2347221,71.18091533,56.7252,0.0463,16.611965,0.002805,-1857.343,-463.508,0.041,0.046,,,,,4871,GAIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15443,0.004989,15.927201,0.004515,,,,,,,,,0.0331,0.0369,,,,10 37 02.4755594097,+71 10 58.705020158,4267.4,2.0637,1878,7.1519,3375,7.6756,1,,,1914.305,1.018,16.611965,0.002805,4267,159.2603148,71.18297362,0,,,,,,,1.93E+17,,,806093546,,,,,,,,,
1313,1,168.789851,73.47721553,69.1337,0.0176,10.608786,0.002793,-376.694,123.774,0.021,0.02,0.450395,I/349/starhorse,0.428152686,Estimated,3333.5,GAIA DR3,-0.3651,GAIA DR3,4.6209,GAIA DR3,0.020280928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.878637,0.006776,9.474656,0.004594,,,,,,,,,0.0151,0.0149,,,,11 15 10.9770421216,+73 28 35.995235533,1075100,452.53,242080,1376.8,1286200,3092.8,2,,,396.508,1.379,10.608786,0.002793,1075100,168.7957377,73.47666534,0,0.1865,0.105,,,,,1.96E+17,,,818071873,,,,,,,,,
1314,1,128.9443716,68.06670261,76.9372,0.0169,10.549882,0.002773,-837.326,-562.491,0.014,0.016,0.418172,I/349/starhorse,0.463762039,Estimated,3162.6,GAIA DR3,-0.8151,GAIA DR3,4.2233,GAIA DR3,0.01927774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88625,0.002978,9.407161,0.003828,,,,,,,,,0.01,0.0128,,,,08 35 49.0405563117,+68 04 09.128183491,1135000,327,240390,230.7,1368700,766.47,2,,,1008.718,1.19,10.549882,0.002773,1135000,128.9543357,68.06920227,0,0.352,0.216,,,,,1.90E+17,,,791111896,,,,,,,,,
1315,1,126.4614795,69.02796394,81.3731,0.3878,13.745982,0.003822,-691.165,-1276.318,0.292,0.393,0.182499,I/349/starhorse,0.079485843,Estimated,3658.14,GAIA,0.297989,I/349/starhorse,4.999895,I/349/starhorse,0.0010137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.973085,0.003681,12.236307,0.003914,,,,,,,,,0.2291,0.3074,,,,08 25 52.8154656671,+69 02 01.090514636,58898,143.66,5574,12.324,101070,94.772,4,,,1451.447,4.628,13.745952,0.003795,59781,126.4700644,69.03363625,1,0.4305,0.268,,,,,1.91E+17,,,796098449,,,,,,,,,
1316,1,104.4902599,62.31958026,87.2417,0.1336,13.639243,0.003185,320.636,-475.016,0.131,0.135,0.139097,I/349/starhorse,0.156557972,Estimated,2856.15,I/349/starhorse,-0.179842,I/349/starhorse,5.124873,I/349/starhorse,0.001461379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0716,0.0964,,,,06 57 56.9260754276,+62 19 18.089080910,65955,97.012,,,,,,,,573.104,1.34,13.639243,0.003185,65955,104.487192,62.32169141,0,,,,,,,,,,,,,,,,,,,
1317,1,90.61043756,66.34230092,52.8879,0.0214,13.014433,0.002831,339.501,-473.889,0.015,0.017,0.238572,I/349/starhorse,0.178354631,Estimated,3485,GAIA,0.108613,I/349/starhorse,4.892357,I/349/starhorse,0.004204056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.842112,0.003725,11.734163,0.003919,,,,,,,,,0.0102,0.0131,,,,06 02 25.6024712201,+66 20 39.865369093,117270,70.396,15797,35.908,160510,153.32,3,,,582.951,1.161,13.014433,0.002831,117270,90.60667696,66.34440705,0,0.5837,0.3177,,,,,1.88E+17,,,782106649,,,,,,,,,
1318,1,90.19920634,68.1365448,50.3904,0.0215,12.042384,0.00277,420.777,-1096.645,0.011,0.019,0.359901,I/349/starhorse,0.213477671,Estimated,3879.33,GAIA,0.167326,I/349/starhorse,4.86943,I/349/starhorse,0.009247417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.556888,0.00289,10.837172,0.003799,,,,,,,,,0.0075,0.0148,,,,06 00 46.6040210627,+68 08 29.107324809,287070,75.361,51601,35.798,366680,131.57,3,,,1174.599,1.322,12.042384,0.00277,287070,90.19418342,68.1414187,1,0.1442,0.1163,,,,,1.90E+17,,,791099998,,,,,,,,,
1319,1,90.21127623,68.15145916,50.4078,0.0243,11.712924,0.002771,417.022,-1099.372,0.012,0.022,0.400418,I/349/starhorse,0.276516327,Estimated,3664.56,GAIA,0.095558,I/349/starhorse,4.838046,I/349/starhorse,0.012354283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.163753,0.0029,10.524549,0.003798,,,,,,,,,0.0087,0.017,,,,06 00 49.5107734672,+68 09 22.842673035,388850,105.16,74117,53.922,489030,170.56,3,,,1175.809,1.513,11.712924,0.002771,388850,90.20629489,68.15634519,0,0.2833,0.1363,,,,,1.90E+17,,,791100001,,,,,,,,,
1320,1,135.7225461,68.06446039,81.3621,0.0244,11.359969,0.0028,189.09,342.699,0.02,0.025,0.300511,I/349/starhorse,0.363262249,Estimated,3038.1,GAIA DR3,-0.7349,GAIA DR3,4.3587,GAIA DR3,0.010072504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.915134,0.003067,10.145155,0.003819,,,,,,,,,0.0153,0.019,,,,09 02 52.8711652430,+68 03 46.574142368,538220,245.88,93189,109.24,693580,350.06,3,,,391.405,1.319,11.359969,0.0028,538220,135.7202965,68.06293726,0,0.1105,0.0905,,,,,1.90E+17,,,791113279,,,,,,,,,
1321,1,140.316804,73.10919064,66.439,0.0176,13.465508,0.002787,-912.026,-343.031,0.016,0.017,0.139921,I/349/starhorse,0.125668798,Estimated,3418.67,GAIA,-0.308121,I/349/starhorse,5.082983,I/349/starhorse,0.001932735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.292498,0.003349,12.19227,0.003812,,,,,,,,,0.0121,0.0132,,,,09 21 19.3814972444,+73 06 38.573110420,77400,29.951,10433,17.801,105260,48.491,3,,,974.403,1.276,13.465508,0.002787,77400,140.3307562,73.11071475,0,0.3293,0.2045,,,,,1.96E+17,,,816071432,,,,,,,,,
1322,1,127.8848217,73.06392994,68.214,0.0236,11.658877,0.002809,611.233,273.207,0.021,0.023,0.321366,I/349/starhorse,0.37268847,Estimated,3033.9,GAIA DR3,-0.7086,GAIA DR3,4.3345,GAIA DR3,0.010543519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.216537,0.003456,10.440895,0.003871,,,,,,,,,0.0163,0.019,,,,08 31 30.1192214641,+73 03 45.775727700,408690,205.47,70600,132.65,528200,406.89,3,,,669.513,1.387,11.658877,0.002809,408690,127.8754968,73.06271548,0,,,,,,,1.96E+17,,,816069235,,,,,,,,,
1323,1,146.7036352,76.03947043,63.3251,0.0153,9.792734,0.002774,87.367,-1000.44,0.015,0.016,0.550491,I/349/starhorse,0.559247967,Estimated,3532.2,GAIA DR3,-0.4036,GAIA DR3,4.5683,GAIA DR3,0.043619293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.867223,0.002877,8.757159,0.003796,,,,,,,,,0.0111,0.0119,,,,09 46 48.4860571976,+76 02 38.100557513,2279600,674.57,614510,397.8,2490500,818.53,2,-28.46,0.34,1004.248,1.044,9.792734,0.002774,2279600,146.7020253,76.04391669,0,0.2647,0.1423,,,,,,,,831046737,,,,,,,,,
1324,1,176.939408,78.69329745,190.3251,0.0194,9.551337,0.002809,748.418,480.804,0.024,0.026,0.293991,I/349/starhorse,0.353525103,Estimated,3056.2,GAIA DR3,-0.7508,GAIA DR3,4.4017,GAIA DR3,0.009769138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.049281,0.00302,8.347287,0.003807,,,,,,,,,0.0178,0.0176,,,,11 47 41.3869146128,+78 41 28.176224047,2847200,1426.7,519640,553.62,3632800,1528.7,3,,,889.552,1.285,9.551337,0.002809,2847200,176.9224455,78.69116006,0,0.007,0.006,,,,,,,,844038851,,,,,,,,,
1325,1,150.2915838,81.15484257,50.4144,0.0166,13.544994,0.002805,-163.05,-320.699,0.019,0.019,0.222731,I/349/starhorse,0.226014046,Estimated,3018.6,GAIA DR3,-0.0112,GAIA DR3,5.0265,GAIA DR3,0.003799984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.487366,0.003434,12.240324,0.003865,,,,,,,,,0.0133,0.015,,,,10 01 11.1113630323,+81 09 22.564337510,71936,34.807,8719,16.082,100700,74.968,3,,,359.769,1.278,13.544994,0.002805,71936,150.2962973,81.15626787,0,0.6133,0.37,,,,,2.05E+17,1.24E+18,,856023933,,,,,,,,,
1326,1,123.4272303,79.30137045,66.7154,0.0168,13.193779,0.002792,-350.864,-407.828,0.015,0.018,0.160073,I/349/starhorse,0.198937164,Estimated,3034.5,GAIA DR3,-0.2297,GAIA DR3,5.084,GAIA DR3,0.003006554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.087528,0.003862,11.898415,0.003874,,,,,,,,,0.0127,0.015,,,,08 13 44.5516085183,+79 18 11.458473505,99411,41.092,12601,30.996,137970,107.95,3,,,537.987,1.312,13.193779,0.002792,99411,123.4356317,79.30318291,0,0.1548,0.0917,,,,,2.03E+17,,,847030019,,,,,,,,,
1327,1,105.874906,76.77275818,59.3086,0.0229,11.566343,0.002779,12.742,-233.402,0.018,0.027,0.348817,I/349/starhorse,0.407094562,Estimated,3100.9,GAIA DR3,-0.8369,GAIA DR3,4.2573,GAIA DR3,0.013728728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.989877,0.002989,10.393976,0.003818,,,,,,,,,0.0153,0.0203,,,,07 03 29.9180383097,+76 46 25.663886433,445050,148.67,86989,85.841,551530,276.85,3,,,233.749,1.234,11.566343,0.002779,445050,105.8746585,76.77379552,0,0.2275,0.1215,,,,,2.00E+17,,,834037904,,,,,,,,,
1328,1,101.5565249,79.56212609,54.938,0.0595,5.300416,0.002831,-99.163,-604.042,0.054,0.073,1.059611,I/349/starhorse,1.19,GAIA,6105.6,GAIA DR3,-0.5909,GAIA DR3,4.1922,GAIA DR3,1.834739464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.569801,0.002922,4.880414,0.004161,,,,,,,,,0.041,0.0483,,,,06 46 14.1499573679,+79 33 53.318557072,142820000,85569,80816000,64549,88510000,141880,1,15.29,0.16,612.128,0.984,5.300416,0.002831,142820000,101.5589582,79.56481075,0,0.113,0.0468,1.875,,,,,,,848025751,,,,,,,,,
1329,1,92.58432175,82.10081629,105.6903,0.0142,9.470075,0.002774,50.263,-1336.246,0.017,0.016,0.449502,I/349/starhorse,0.505296068,Estimated,3250.4,GAIA DR3,-0.713,GAIA DR3,4.2872,GAIA DR3,0.025534522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.719857,0.003097,8.35686,0.003802,,,,,,,,,0.0124,0.0125,,,,06 10 19.8468098360,+82 06 24.318574744,3068400,913.51,703840,871.65,3600900,1376.7,2,,,1337.191,1.075,9.470075,0.002774,3068400,92.58269504,82.10675516,0,0.2315,0.131,,,,,,,,861014157,,,,,,,,,
1330,1,118.9634552,83.38204366,76.3854,0.019,11.735672,0.002837,-291.529,-599.141,0.025,0.025,0.300235,I/349/starhorse,0.203929221,Estimated,3582.44,GAIA,0.101795,I/349/starhorse,4.934827,I/349/starhorse,0.006137101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.387482,0.004407,10.497326,0.003992,,,,,,,,,0.0157,0.0174,,,,07 55 53.9285288153,+83 23 04.942992438,380780,236.82,60315,189.53,501450,593.83,3,,,666.303,1.026,11.735672,0.002837,380780,118.9747022,83.38470639,0,0.2033,0.1208,,,,,2.08E+17,1.24E+18,,867013743,,,,,,,,,
1331,1,128.0582775,84.40965991,51.921,0.0188,12.220233,0.002797,353.597,249.021,0.022,0.023,0.299756,I/349/starhorse,0.330398779,Estimated,3186.7,GAIA DR3,-0.3963,GAIA DR3,4.714,GAIA DR3,0.010086261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.686011,0.003305,11.035982,0.003884,,,,,,,,,0.016,0.0182,,,,08 32 10.1155793335,+84 24 30.790548212,243700,107.36,45816,74.712,305330,252.3,3,,,432.484,1.342,12.220233,0.002797,243700,128.0421482,84.40855293,0,0.121,0.0748,,,,,2.09E+17,1.24E+18,,873011604,,,,,,,,,
1332,1,227.3956209,3.168959073,68.4504,0.0199,10.37806,0.002827,-602.122,481.241,0.02,0.019,0.488351,I/349/starhorse,0.554246996,Estimated,3166.1,GAIA DR3,-0.8098,GAIA DR3,4.0886,GAIA DR3,0.027656286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.712266,0.003441,9.23603,0.003991,,,,,,,,,0.0164,0.0169,,,,15 09 35.5922554732,+03 10 00.552798706,1329600,775.35,282170,523.42,1602300,1893.8,2,,,770.807,1.035,10.37806,0.002827,1329600,227.3983011,3.166820222,0,0.4255,0.231,,,,,1.12E+17,1.24E+18,,466142019,,,,,,,,,
1333,1,226.220312,5.635849046,52.5048,0.0235,9.238291,0.002771,-607.626,-506.509,0.02,0.02,0.599538,I/349/starhorse,0.58,GAIA,4098.41,GAIA,-0.025845,I/349/starhorse,4.674073,I/349/starhorse,0.081362028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.037256,0.002979,8.363331,0.003801,,,,,,,,,0.0161,0.0197,,,,15 04 53.5261634600,+05 38 17.160679455,3798700,1016,1319800,1267.8,3579500,1324.6,2,-84.35,0.48,791.05,1.23,9.238291,0.002771,3798700,226.2230255,5.638100026,0,0.449,0.204,0.085,,,,1.15E+17,1.24E+18,,479167915,,,,,,,,,
1334,1,225.334155,5.546794273,66.5428,0.0314,11.074745,0.002881,83.465,-442.629,0.035,0.031,0.398755,I/349/starhorse,0.414183116,Estimated,3189.3,GAIA DR3,-0.4962,GAIA DR3,4.4734,GAIA DR3,0.015902116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.492638,0.004434,9.904657,0.004005,,,,,,,,,0.0264,0.0249,,,,15 01 20.1077619098,+05 32 55.541449390,699920,541.75,137520,436.49,865560,1056.2,3,,,450.43,1.356,11.074745,0.002881,699920,225.3337823,5.548761514,0,0.134,0.0957,,,,,,1.24E+18,,478163594,,,,,,,,,
1335,1,232.62556,9.434551385,116.0425,0.0435,13.07033,0.002846,-178.853,183.898,0.043,0.038,0.117961,I/349/starhorse,0.091425156,Estimated,3426,GAIA,-0.111799,I/349/starhorse,5.054095,I/349/starhorse,0.001031739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.395958,0.003897,11.690813,0.00388,,,,,,,,,0.0341,0.029,,,,15 30 30.3277933485,+09 26 01.442614775,111380,73.107,9485,23.764,167040,135.1,4,,,256.529,1.458,13.07033,0.002846,111380,232.6263658,9.43373406,0,0.244,0.162,,,,,1.19E+17,1.24E+18,,498186592,,,,,,,,,
