Num,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA.1,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,lumclass,Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag.1,e_gmag,rmag.1,e_rmag,imag.1,e_imag,zmag.1,e_zmag,Jmag.1,e_Jmag,Hmag.1,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,e_Tmag,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,VmagFlag,BmagFlag,splists,e_RA,e_DEC,RA_orig,DEC_orig,e_RA_orig,e_DEC_orig,raddflag,wdflag,objID,_RAJ2000.1,_DEJ2000.1,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV.1,e_RV,PM,RUWE,GamgCorr,e_GmagCorr,FGCorr,RAJ2000,DEJ2000,Dup,AG,E(BP-RP),Gaialum,B-V,objType,typeSrc,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
62,1,133.5237124,-13.12775945,64.9355,0.1498,11.466395,0.003189,,,,,0.269209685,Estimated,0.193339546,Estimated,4044.52,GAIA,,,,,0.008961857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J085405.52-130736.9,,
63,1,100.9581143,51.13498846,53.0292,0.026,11.507949,0.002787,,,,,0.32228406,Estimated,0.369982169,Estimated,3345,GAIA DR3,-0.3467,GAIA DR3,4.7709,GAIA DR3,0.015354466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J064349.82+510810.8,,
64,1,117.4614602,-3.288958912,58.6828,0.0467,11.551023,0.002851,,,,,0.320865942,Estimated,0.456503031,Estimated,3000.3,GAIA DR3,-0.5572,GAIA DR3,4.1885,GAIA DR3,0.015129853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74280864,,,,,,,,,,
65,2,315.6734741,45.88543038,51.2054,0.048,11.583294,0.003329,,,,,0.31565784,Estimated,0.328073444,Estimated,3491.332172,Estimated,,,,,0.014328327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14992188,
66,2,79.35014604,45.83684161,75.1838,0.0534,11.64075,0.00302,,,,,0.259236807,Estimated,0.268597944,Estimated,3318.564073,Estimated,,,,,0.007839617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368483043,,,,,,,,
67,1,69.55470384,28.21620859,75.6663,0.0767,11.684068,0.002903,,,,,0.235427173,Estimated,0.154851065,Estimated,4012.71,GAIA,,,,,0.005570165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J043812.92+281259.1,,
68,1,15.81277172,20.09846204,62.7655,0.1164,11.685182,0.002878,,,,,0.270684725,Estimated,0.241586364,Estimated,3635.73,GAIA,,,,,0.009136923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195-960-2,,,,,,
69,2,225.2331589,45.42719495,85.4272,0.0655,11.717453,0.003699,,,,,0.239875616,Estimated,0.243599828,Estimated,3252.834877,Estimated,,,,,0.005952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+18,,,,,,,,,,,
70,2,260.7213902,-2.400003009,51.0431,0.2964,11.736005,0.003878,,,,,0.30560926,Estimated,0.316365644,Estimated,3462.342762,Estimated,,,,,0.012886872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J172253.08-022359.3,,
71,2,223.4610678,23.5562446,86.2759,0.1858,11.75485,0.006268,,,,,0.236807695,Estimated,0.239688636,Estimated,3242.061413,Estimated,,,,,0.005686807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J145350.90+233321.9,,
72,1,63.95408501,-46.0403782,52.5313,0.1412,11.791921,0.002997,,,,,0.271567497,Estimated,0.167880682,Estimated,4374,GAIA,,,,,0.009242835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J041548.98-460224.8,,
73,1,134.5591897,19.76295984,194.1443,0.1228,11.96628,0.002904,,,,,0.138680878,Estimated,0.083281432,Estimated,3542.5,GAIA,,,,,0.000978643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J085814.48+194546.5,,
74,2,130.6868251,9.554204202,64.6363,0.0905,12.00015,0.003501,,,,,0.257468411,Estimated,0.266294939,Estimated,3312.714838,Estimated,,,,,0.007651573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J084244.70+093317.6,,
75,1,296.4398117,27.12021829,93.8749,0.0325,12.005642,0.002781,,,,,0.217614766,Estimated,0.224561175,Estimated,3108.4,GAIA DR3,-0.2015,GAIA DR3,5.0505,GAIA DR3,0.004217991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J194545.48+270719.0,,
76,2,99.90509625,-21.02553281,65.308,0.3247,12.022031,0.003156,,,,,0.288,TESS,0.296,TESS,3304.415144,Estimated,,,4.9552,TESS,0.00961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J063937.28-210132.5,,
77,1,61.83660839,-24.49001037,54.324,0.0585,12.054182,0.002955,,,,,0.251958148,Estimated,0.155594157,Estimated,4251.43,GAIA,,,,,0.007086232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J040720.64-242920.0,,
78,2,11.43607193,-47.54863798,66.2491,0.1123,12.130782,,,,,,0.247274544,Estimated,0.253092883,Estimated,3278.402826,Estimated,,,,,0.006629759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00454435-4732567,,,,
79,2,104.4909661,62.31971988,87.0311,0.0496,12.148522,0.002957,,,,,0.216434023,Estimated,0.214164035,Estimated,3167.755788,Estimated,,,,,0.004137981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J065757.52+621913.7,,
80,1,252.5414343,-34.29688581,50.4231,0.0326,12.185422,0.002837,,,,,0.283931207,Estimated,0.32142988,Estimated,3252.1,GAIA DR3,-0.0086,GAIA DR3,4.9327,GAIA DR3,0.010354204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,118.7300694,-29.35103798,80.0977,0.1443,12.212433,0.003175,,,,,0.212129868,Estimated,0.170909474,Estimated,3484,GAIA,,,,,0.003855969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J075455.05-292101.4,,
82,1,1.927298981,60.38178683,60.6845,0.9126,12.2395,0.0093,,,,,0.294,TESS,0.315,TESS,3026,TESS,,,4.9093,TESS,0.00946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359251064,,,,,,,,
83,2,228.9314418,-7.423666184,57.1438,0.1228,12.269525,0.002963,,,,,0.257364494,Estimated,0.266159716,Estimated,3312.370194,Estimated,,,,,0.007640623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J151543.60-072523.9,,
84,1,127.9048735,19.39656523,60.2485,0.0764,12.277853,0.002834,,,,,0.237462117,Estimated,0.186642681,Estimated,3683,GAIA,,,,,0.005742717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08313744+1923494,,,,
85,1,183.5363721,-23.7543229,92.8892,0.0309,12.29384,0.002961,,,,,0.174,TESS,0.205,TESS,3097,TESS,,,5.0554,TESS,0.00348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429354344,,,,,,,,
86,2,275.2359401,-1.053560711,56.2179,0.0491,12.295122,0.003262,,,,,0.25792331,Estimated,0.266887026,Estimated,3314.222327,Estimated,,,,,0.007699635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275951835,,,,,,,,,,
87,1,281.2542563,-14.15198167,55.1253,0.0443,12.302555,0.002885,,,,,0.397,TESS,0.405,TESS,3075,TESS,-0.25,TESS,4.8224,TESS,0.01319,0.00354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426556482,,,,18450097-1409053,,,,
88,2,357.6539217,9.949257099,50.8086,0.1163,12.382195,0.003184,,,,,0.265552713,Estimated,0.276850281,Estimated,3339.216108,Estimated,,,,,0.00853801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J235036.63+095656.1,,
89,1,297.9018383,-35.17702653,88.424,0.0505,12.429009,0.002814,,,,,0.195456101,Estimated,0.164294978,Estimated,3309,GAIA,,,,,0.002899508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233319796,,,,,,,,,,
90,1,263.2749042,-30.58613811,54.6775,0.0234,12.439587,0.002805,,,,,0.229,TESS,0.258,TESS,3067.2,GAIA DR3,-0.8298,GAIA DR3,4.4546,GAIA DR3,0.00755,0.00196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162140425,,101334173,,,,,,,,
91,1,134.5586915,19.76257888,196.2619,0.1976,12.48557,0.003016,,,,,0.124742028,Estimated,0.082161968,Estimated,3335,GAIA,,,,,0.000748193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J085814.48+194546.5,,
92,2,324.504314,27.72434353,79.225,0.602,12.531262,0.003021,,,,,0.208193965,Estimated,0.204107582,Estimated,3136.223847,Estimated,,,,,0.003611064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+18,,,,,,,,,,,
93,2,254.7900728,20.97164757,50.9546,0.1989,12.5353,0.003263,,,,,0.256414169,Estimated,0.264923671,Estimated,3309.213574,Estimated,,,,,0.007541007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+18,,,,,,,,,,,
94,1,61.49203274,71.27630944,54.5664,0.0206,12.547983,0.002794,,,,,0.231,TESS,0.259,TESS,3000.6,GAIA DR3,-0.6973,GAIA DR3,4.4199,GAIA DR3,0.007961808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1,235.0230821,43.49167086,79.839,0.0219,12.619689,0.002803,,,,,0.198,TESS,0.229,TESS,3526.54,GAIA,,,5.0166,TESS,0.002675077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155970641,,,,,,,,
96,2,39.19765892,32.07221803,51.2651,0.0658,12.650045,0.003256,,,,,0.249316844,Estimated,0.255727132,Estimated,3285.360096,Estimated,,,,,0.006826124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J023647.50+320419.8,,
97,2,300.642493,15.58965896,51.8744,0.056,12.654424,0.002986,,,,,0.247680876,Estimated,0.253616532,Estimated,3279.79042,Estimated,,,,,0.006668499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10143204,
98,2,272.81643,-78.98860781,85.7119,0.1139,12.732754,0.003258,,,,,0.192069152,Estimated,0.185004836,Estimated,3071.735573,Estimated,,,,,0.002730172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J181115.56-785919.9,,
99,2,255.9714299,32.19621894,54.5699,0.0744,12.822794,0.003406,,,,,0.233047118,Estimated,0.234916216,Estimated,3228.713325,Estimated,,,,,0.005373194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J170353.01+321146.9,,
100,1,62.23165947,-31.48274632,55.3256,0.0232,13.024272,0.002798,,,,,0.227974075,Estimated,0.255804888,Estimated,3034.4,GAIA DR3,-0.5852,GAIA DR3,4.7032,GAIA DR3,0.004970472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J040855.58-312856.5,,
101,1,146.5360774,-4.427945611,50.4544,0.0659,13.037291,0.002924,,,,,0.215088429,Estimated,0.152402272,Estimated,3734.63,GAIA,,,,,0.004048199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J094608.85-042541.0,,
102,1,157.8491325,45.52339445,62.5769,0.026,13.160847,0.003452,,,,,0.17939893,Estimated,0.092801184,Estimated,4093,GAIA,,,,,0.002165522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63E+17,,,,,,,,,,,,
103,1,319.3920411,-44.74289124,55.8894,0.0874,13.200607,0.002936,,,,,0.193864007,Estimated,0.122265426,Estimated,3808.87,GAIA,,,,,0.002818906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989963668,,,,,,,,
104,1,63.28984474,50.52751894,50.6446,0.0728,13.245806,0.005964,,,,,0.206465306,Estimated,0.150834269,Estimated,3621.78,GAIA,,,,,0.003507332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J041309.71+503139.5,,
105,1,107.8206439,-21.2989464,50.3984,0.0157,13.355202,0.002776,,,,,0.189070039,Estimated,0.091671871,Estimated,4305.3,GAIA,,,,,0.002586869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J071116.92-211755.5,,
106,1,340.0821626,-49.51636312,83.9367,0.0359,13.356599,0.002804,,,,,0.135,TESS,0.164,TESS,2964,TESS,,,5.1389,TESS,0.00186,0.00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489877253,,161174284,,,,,,,,
107,2,185.3616436,30.64205578,83.5038,0.0826,13.36711,0.002854,,,,,0.169619557,Estimated,0.160112981,Estimated,2974.891829,Estimated,,,,,0.00179898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357187277,,,,,,,,
108,2,97.69447072,-76.71691328,112.5988,0.1309,13.44563,0.003605,,,,,0.145230989,Estimated,0.136490473,Estimated,2858.222006,Estimated,,,,,0.001113979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J063046.51-764303.7,,
109,2,275.8677048,28.16659387,67.3531,0.07,13.531994,0.003274,,,,,0.180980981,Estimated,0.17241809,Estimated,3025.01866,Estimated,,,,,0.002230317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J182328.28+281001.8,,
110,1,247.6113878,-36.56624346,59.4743,0.036,13.68547,0.002805,,,,,0.159769265,Estimated,0.071006675,Estimated,4258.3,GAIA,,,,,0.001485361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126376261,,,,,,,,,,
111,1,115.086083,-17.41513772,109.2545,0.0392,13.95689,0.002802,,,,,0.1,TESS,0.124,TESS,2816,TESS,,,5.2478,TESS,0.00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289113766,,,,,,,,
112,1,61.48838908,71.27565345,54.6251,0.0931,14.19877,0.002941,,,,,0.151615276,Estimated,0.077858136,Estimated,3906.16,GAIA,,,,,0.001264435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04055651+7116385,,,,
113,2,329.0812484,-10.33954178,50.3905,0.1021,14.60586,0.003093,,,,,0.164540282,Estimated,0.154843914,Estimated,2951.672755,Estimated,,,,,0.001630609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J215619.58-102019.9,,
114,2,333.6307773,27.85754534,50.7745,0.101,15.510378,0.003428,,,,,0.135273919,Estimated,0.128341515,Estimated,2806.378527,Estimated,,,,,0.000915394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,BD,133.3983684,-3.493164429,115.4876,0.0726,15.888929,0.003004,,,,,0.071637639,Estimated,0.058839401,Estimated,3297,GAIA,,,,,0.000366342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J085335.79-032934.3,,
116,1,248.4546527,-68.14841434,65.1963,0.0674,15.944595,0.002822,,,,,0.097,TESS,0.122,TESS,2732,TESS,,,5.2558,TESS,0.00074,0.00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363217985,,,,,,,,
117,4,160.2902072,-36.89632757,62.6243,0.1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J104109.51-365346.0,,
118,1,48.34548968,4.774817716,116.154,0.08816,12.1232,0.00105,1741.86,86.0172,0.167646,0.151181,0.166948,TESS,0.197919,TESS,3022,TESS,0.08,J/AJ/158/56,5.06767,TESS,0.002943388,0.000795802,DWARF,10.6701,#NUM!,#NUM!,13.95,0.2,17.4608,0.0101745,15.0603,0.00391468,13.9494,0.00950674,14.1848,0.0115465,13.2956,0.0127474,8.775,0.02,8.208,0.038,7.833,0.024,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00787291,8.60715,0.00658,0,0,36,0.002279531,,,0.01348173,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,bj2018,#NUM!,#NUM!,cdwrf,14.1528,0.008483,10.7954,0.003325,1,cdwrf,,cooldwarfs_v8,2.601944579,2.344352448,48.35301547,4.775188109,0.078146222,0.070055211,1,0,44115111,03 13 22.9175070353,+04 46 29.336548127,1744.021,1.45,271890,285.29,30670,154.03,387200,653.84,3.343721,,,12.101368,0.002982,271890,48.34548961,4.774815708,0,0.3148,0.198,,,STAR,tmgaia2,1.14E+17,1.24E+18,,474010984,328465904,,,474-004350,03132299+0446293,1.24E+18,,,
119,1,29.56550065,18.12025084,50.8431,0.179406,15.631049,0.001331,-88.2001,86.7773,0.23103,0.188855,0.0963343,TESS,0.120548,TESS,2829,TESS,-0.202898,I/349/starhorse,5.25953,TESS,0.000838584,0.000236805,DWARF,14.0288,#NUM!,#NUM!,18.15,0.2,21.9967,0.200325,19.0853,0.0103952,17.3525,0.00568997,14.9526,0.00472407,13.6791,0.00482969,11.968,0.021,11.394,0.023,11.069,0.016,10.823,0.023,10.614,0.02,10.388,0.065,8.873,#NUM!,0.00805192,19.6576,0.06985,0,0,48,0.000294289,,,0,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0696,0.0701,bj2018,#NUM!,#NUM!,cdwrf,18.3379,0.02937,14.212,0.0031,1,cdwrf,,cooldwarfs_v8,3.629205925,2.928982399,29.56510108,18.12062446,0.147461069,0.100651345,1,0,27090748,01 58 15.7197612131,+18 07 12.885471045,124.278,1.047,10532,11.357,660,16.3,16534,33.864,4.088443,,,15.631049,0.002994,10532,29.56549901,18.12024596,0,0.184,0.0833,,,STAR,tmgaia2,1.30E+17,1.24E+18,,541010676,60987924,,,,01581572+1807128,1.24E+18,J015815.65+180713.7,,
