Num,da,RUWE,IHZ,OHZ,f_STB,a_STB,a_STB_I,a_STB_O,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,Tmag,e_Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,d,e_d,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_Teff,epos_Teff,gaiabp,e_gaiabp,gaiarp,e_gaiarp,_RAJ2000,_DEJ2000,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV,e_RV,PM,RAJ2000,DEJ2000,AG,E(BP-RP),B-V,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
1342,,1.515,0.106991091,0.212445925,0.762997124,0.14865676,0.106991091,0.190322429,I,243.6265072,19.10463585,58.8764,0.0463,11.746953,0.002801,-2002.946,363.566,0.034,0.039,0.318579,I/349/starhorse,0.262911729,Estimated,3566.28,GAIA,0.066623,I/349/starhorse,4.92115,I/349/starhorse,0.010017753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.165476,0.002987,10.564363,0.003813,16 14 32.6227148791,+19 06 10.871130056,376850,175.08,73999,72.653,471430,220.49,3,,,2035.675,243.635928,19.10301976,0.056,0.029,,1.31E+17,1.24E+18,,546196883,,,,,,,,,
1343,,1.512,0.089099728,0.179534065,0.778680613,0.125611167,0.089099728,0.162122607,I,240.7077054,20.58365404,99.7948,0.0328,11.167263,0.002802,-961.316,-1242.621,0.025,0.028,0.286539,I/349/starhorse,0.25164882,Estimated,3321.67,GAIA,0.245556,I/349/starhorse,4.927096,I/349/starhorse,0.006907237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.811124,0.002959,9.924122,0.003817,16 02 50.9446538131,+20 35 21.036273556,642750,302.09,102560,93.144,850180,419.91,3,,,1571.062,240.7122694,20.58917674,0.2042,0.1208,,1.33E+17,1.24E+18,,553191420,,,,,,,,,
1344,,1.487,0.068329795,0.139776628,0.793514699,0.09775642,0.068329795,0.127183044,I,230.9612451,17.46035977,89.1284,0.0331,12.195167,0.00288,-391.919,-1259.296,0.034,0.034,0.199457,I/349/starhorse,0.225176856,Estimated,3071.3,GAIA DR3,-0.1304,GAIA DR3,5.0428,GAIA DR3,0.004042268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.988167,0.004447,10.920402,0.004187,15 23 51.1370864811,+17 27 57.443863805,249390,192.14,34686,110.61,339620,563.91,3,,,1318.873,230.9630712,17.46595663,0.3833,0.2217,,1.29E+17,1.24E+18,,538189327,,,,,,,,,
1345,,2.556,0.041107353,0.080589164,0.60006958,0.058479973,0.041107353,0.075852593,I,233.7107295,18.00196306,58.5047,0.0595,13.886274,0.002838,-205.699,-336.312,0.053,0.056,0.159783,I/349/starhorse,0.090061809,Estimated,3783.2,GAIA,0.009036,I/349/starhorse,5.070501,I/349/starhorse,0.0014887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.923135,0.004014,12.564631,0.004096,15 34 50.8057917739,+18 00 12.448008416,52534,32.908,5837,15.513,74697,108.63,3,,,394.231,233.7116908,18.00345778,0.489,0.3063,,1.30E+17,1.24E+18,,541193278,,,,,,,,,
1346,,1.731,0.110891437,0.227487091,0.758461972,0.156188542,0.110891437,0.201485648,I,227.5200976,19.35562442,57.5739,0.0335,12.021721,0.002835,5.825,-452.213,0.031,0.032,0.33484,I/349/starhorse,0.376786578,Estimated,3024,GAIA DR3,-0.643,GAIA DR3,4.3363,GAIA DR3,0.010636694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.633267,0.003371,10.78486,0.003894,15 10 04.8168271286,+19 21 27.483319398,292590,179.62,48096,83.838,384780,332.06,3,,,452.251,227.5200701,19.35763426,0.3173,0.185,,1.31E+17,1.24E+18,,547186230,,,,,,,,,
1347,0.008791589,4.415,0.049699971,0.099768632,0,0,0,0,I,229.6310937,20.60824923,60.7012,0.1232,13.551904,0.003123,4.986,95.699,0.112,0.149,0.199704,I/349/starhorse,0.135330278,Estimated,3384.1,GAIA,0.388725,I/349/starhorse,4.983964,I/349/starhorse,0.002152045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.73317,0.004126,12.169079,0.004102,15 18 31.4568165793,+20 36 28.166024772,71480,96.811,6953,19.461,107530,157.81,4,,,95.829,229.6310701,20.6078239,,,,,,,554186824,,,,,,,,,
1349,,1.163,0.026960622,0.054419049,,,,,I,217.0156416,13.93483357,75.5877,0.058,14.896256,0.002851,-365.415,-495.513,0.059,0.056,0.114116,I/349/starhorse,0.077454732,Estimated,3293,GAIA,0.298036,I/349/starhorse,5.107707,I/349/starhorse,0.00063205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.828226,0.011024,13.438016,0.004128,14 28 04.1555758336,+13 56 13.329031046,20723,13.962,1010,9.917,33416,51.137,4,,,615.679,217.0173149,13.93703584,,,,1.25E+17,1.24E+18,,520182179,,,,,,,,,
1350,0.019169707,5.765,0.03199267,0.064602035,0,0,0,0,I,215.9339129,14.44520579,55.0088,0.2361,14.995896,0.002956,358.369,-544.221,0.269,0.26,0.139684,I/349/starhorse,0.092278326,Estimated,3286.33,GAIA,0.104522,I/349/starhorse,5.063966,I/349/starhorse,0.000889883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.563524,0.007437,13.556473,0.003969,14 23 43.7443501838,+14 26 51.448341103,18906,18.652,1288,8.1794,29962,33.438,4,,,651.617,215.9322681,14.44762454,0.28,0.185,,1.25E+17,1.24E+18,,523182205,,,,,,,,,
1351,,1.263,0.218025255,0.438730918,,,,,I,217.3688735,15.53841404,70.3249,0.0211,9.732934,0.002796,-1054.776,1299.313,0.025,0.019,0.550951,I/349/starhorse,0.607799073,Estimated,3343.8,GAIA DR3,-1.2692,GAIA DR3,3.9396,GAIA DR3,0.041378037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90645,0.003015,8.651203,0.003829,14 29 29.6973780496,+15 31 57.501334881,2408600,1059.3,592700,623.1,2745900,1557.6,2,6.81,0.7,1673.549,217.3737391,15.53263921,0.363,0.199,,,1.24E+18,,528182528,,,,,,,,,
1352,,1.033,0.357133376,0.689647371,,,,,I,221.5965063,16.49260117,56.3664,0.0163,8.712721,0.002765,-108.619,-921.876,0.017,0.017,0.649401,I/349/starhorse,0.61,GAIA,4049.2,GAIA DR3,-0.5884,GAIA DR3,4.5498,GAIA DR3,0.113585038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.451312,0.002864,7.878923,0.003836,14 46 23.2823563482,+16 29 48.114202963,6163900,1345.1,2264100,1348,5592300,3381.9,2,42.41,0.42,928.253,221.5970098,16.49669855,0.2767,0.124,,,1.24E+18,,533186008,,,,,,,,,
1353,,1.51,0.374407722,0.715409128,0.652695654,0.472730816,0.374407722,0.57105391,I,222.8466427,19.10110411,148.1793,0.0546,6.430091,0.002772,133.376,-182.059,0.041,0.045,0.695735,I/349/starhorse,0.63,GAIA,4244.5,GAIA DR3,0.1444,GAIA DR3,4.6362,GAIA DR3,0.126106224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.133002,0.003204,5.615121,0.004202,14 51 23.0436818583,+19 06 06.887731738,50456000,14207,19152000,27793,44989000,76125,2,2.29,0.18,225.687,222.8460153,19.10191326,0.2725,0.1283,,,,,546185687,,,,,,,,,
1354,,1.007,0.232329629,0.453819273,,,,,I,206.2732749,17.77728797,77.4412,0.0171,9.108179,0.002765,450.974,-1833.253,0.017,0.012,0.498344,I/349/starhorse,0.493055989,Estimated,3846.1,GAIA DR3,-0.3924,GAIA DR3,4.7656,GAIA DR3,0.047661029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.003153,0.002844,8.175385,0.00379,13 45 05.0807843112,+17 47 07.568699617,4282300,931.24,1361900,689.4,4256000,1101.1,2,20.74,0.36,1887.907,206.2711699,17.78543596,0.0635,0.04,,,1.24E+18,,539181096,,,,,,,,,
1355,,1.011,0.276628711,0.539730649,,,,,I,216.4482332,23.61550182,61.2005,0.0194,9.204846,0.002772,793.442,-1118.911,0.014,0.016,0.631782,I/349/starhorse,0.61,GAIA,3866.09,GAIA,0.287371,I/349/starhorse,4.649863,I/349/starhorse,0.067620346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.207275,0.002885,8.211471,0.003791,14 25 46.6522460414,+23 37 13.708945219,3917500,1102.9,1128500,764.31,4116900,1131.1,2,,,1371.682,216.4443844,23.62047471,,,,,1.24E+18,,569189632,,,,,,,,,
1356,,1.008,0.295688021,0.573668474,,,,,I,216.4349898,23.61211888,61.2364,0.0198,9.006028,0.002788,792.552,-1116.405,0.014,0.016,0.648676,I/349/starhorse,0.62,GAIA,3965.46,GAIA,0.389075,I/349/starhorse,4.641036,I/349/starhorse,0.077570918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.957909,0.003016,8.040508,0.003872,14 25 43.4748820082,+23 37 01.490279666,4704700,1845.7,1419900,1497.8,4819000,3729.5,2,8.78,0.21,1369.123,216.4311453,23.61708068,0.7585,0.3725,,,1.24E+18,,569189621,,,,,,,,,
1357,,1.383,0.030668928,0.0619284,,,,,I,216.3941855,25.66800447,62.1261,0.0524,14.865249,0.002861,-48.233,-13.125,0.052,0.047,0.129136,I/349/starhorse,0.088451207,Estimated,3286.5,GAIA,0.194011,I/349/starhorse,5.095813,I/349/starhorse,0.000817769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.466722,0.009327,13.43818,0.004072,14 25 34.6616133501,+25 40 05.026068817,21323,15.148,1408,11.545,33411,46.616,4,,,49.987,216.3944234,25.6680628,0.432,0.285,,1.39E+17,1.24E+18,,579189617,,,,,,,,,
1359,,1.122,0.295460426,0.576605154,,,,,I,226.8441206,24.93771479,52.5424,0.0155,9.384772,0.002766,-845.741,494.217,0.011,0.015,0.599265,I/349/starhorse,0.55,GAIA,3862.1,GAIA DR3,-0.6362,GAIA DR3,4.5705,GAIA DR3,0.077128577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.264135,0.002851,8.46292,0.003804,15 07 23.5837943485,+24 56 07.865568339,3319200,752.11,1070900,576.85,3265800,1286.9,2,-69.33,0.36,979.555,226.8482656,24.93551834,0.3245,0.157,,,,,575193141,,,,,,,,,
1361,,0.987,0.024594065,0.049630269,,,,,I,231.1028741,29.42263242,76.4643,0.0442,15.280079,0.002811,-56.77,-629.239,0.032,0.037,0.109117,I/349/starhorse,0.070487414,Estimated,3297,GAIA,0.202777,I/349/starhorse,5.137478,I/349/starhorse,0.000526003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.462564,0.013788,13.789723,0.003885,15 24 24.7592952355,+29 25 31.544540909,14552,7.4514,563,7,24170,20.008,5,,,631.795,231.1031637,29.42542904,0.7768,0.4767,,1.43E+17,1.24E+18,,598200066,,,,,,,,,
1362,,1.247,0.044233559,0.086616449,,,,,I,231.4314512,31.20221704,51.8698,0.0199,13.953608,0.002779,12.803,-248.381,0.016,0.021,0.139083,I/349/starhorse,0.095918422,Estimated,3803.4,GAIA,-0.300749,III/284/allstars,5.1955,III/284/allstars,0.001724967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.949313,0.003486,12.638256,0.003846,15 25 43.5323152536,+31 12 11.955430730,49375,16.459,5698,10.966,69800,45.704,3,,,248.711,231.4313846,31.20332095,0.3292,0.211,,1.45E+17,1.24E+18,,607200881,,,,,,,,,
1363,,1.089,0.022971908,0.046224285,,,,,I,221.0710869,30.03577342,67.6546,0.0669,15.906145,0.002857,-94.385,-340.329,0.066,0.065,0.094539131,Estimated,0.064013585,Estimated,3344.5,GAIA,,,,,0.000459364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.220732,0.025155,14.390061,0.004095,14 44 17.1771536455,+30 02 14.229564188,8175,5.6771,280,6.4466,13904,20.172,5,,,353.175,221.0715715,30.03728599,0.915,0.621,,1.44E+17,1.24E+18,,601197713,,,,,,,,,
1364,,0.947,0.397169901,0.765822871,,,,,I,215.4851716,29.62824484,68.8506,0.0216,8.020257,0.002774,-631.662,-308.469,0.02,0.019,0.668906,I/349/starhorse,0.71,GAIA,4076.1,GAIA DR3,-0.4976,GAIA DR3,4.4953,GAIA DR3,0.140658981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.751454,0.002916,7.192669,0.00385,14 21 57.2163008371,+29 37 46.616773994,11664000,3432.7,4313600,3366.3,10522000,7127.1,2,-37.2,0.14,702.958,215.4884011,29.62961571,0.534,0.246,,,1.24E+18,,599197928,,,,,,,,,
1366,,1.388,0.123824536,0.247734141,,,,,I,223.6170966,35.5454285,66.9916,0.0236,11.112102,0.002795,149.386,-841.224,0.02,0.025,0.398121,I/349/starhorse,0.326507165,Estimated,3440,GAIA,0.295106,I/349/starhorse,4.790126,I/349/starhorse,0.013375433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.625927,0.003162,9.90513,0.003847,14 54 27.9073281084,+35 32 57.002157518,676250,293.34,121630,166.76,865180,570.52,3,,,854.385,223.6162805,35.54916727,0.5358,0.323,,1.51E+17,1.24E+18,,628197833,,,,,,,,,
1367,,0.985,0.359967812,0.701746402,,,,,I,251.2762477,33.51092483,101.5615,0.015,7.486153,0.002767,-39.939,382.224,0.015,0.016,0.650704,I/349/starhorse,0.61,GAIA,3880.7,GAIA DR3,-0.5066,GAIA DR3,4.475,GAIA DR3,0.11456586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.301352,0.00287,6.601868,0.003821,16 45 06.3505410601,+33 30 33.213816014,19076000,4462.3,6529400,4049.1,18131000,9402.3,2,-31.76,0.14,384.305,251.2764606,33.50922615,0.681,0.33,,,1.24E+18,,618222417,,,,,,,,,
